2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: sdxhelper.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: msedgewebview2.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: wmiapsrv.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: openvpn-gui.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: powershell.exe
2026-04-07 19:53:54,596 | WARNING | HIGH | unauthorized process in user-writable path: code.exe
2026-04-07 19:53:54,596 | WARNING | HIGH | unauthorized process in user-writable path: code.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: chrome.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: whatsapp.root.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: unsecapp.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: unsecapp.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: msedgewebview2.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: chrome.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: searchindexer.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: msedgewebview2.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: batterywidgethost.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: powershell.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: locator.exe
2026-04-07 19:53:54,596 | WARNING | HIGH | unauthorized process in user-writable path: code.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: dllhost.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: msedgewebview2.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: codex.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: msedgewebview2.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: ctfmon.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: startmenuexperiencehost.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: msedgewebview2.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: chrome.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: shellexperiencehost.exe
2026-04-07 19:53:54,596 | WARNING | HIGH | unauthorized process in user-writable path: code.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: msedgewebview2.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: powershell.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: msedgewebview2.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: codex.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: chrome.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: msedgewebview2.exe
2026-04-07 19:53:54,596 | WARNING | HIGH | unauthorized process in user-writable path: code.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: applicationframehost.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: msedgewebview2.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: backgroundtaskhost.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: msedgewebview2.exe
2026-04-07 19:53:54,604 | WARNING | MEDIUM | unauthorized process: cmd.exe
2026-04-07 19:53:54,604 | WARNING | MEDIUM | unauthorized process: msedgewebview2.exe
2026-04-07 19:53:54,604 | WARNING | MEDIUM | unauthorized process: nahimicsvc64.exe
2026-04-07 19:53:54,604 | WARNING | MEDIUM | unauthorized process: fnhotkeycapslknumlk.exe
2026-04-07 19:53:54,604 | WARNING | MEDIUM | unauthorized process: codex.exe
2026-04-07 19:53:54,604 | WARNING | MEDIUM | unauthorized process: chatgpt.exe
2026-04-07 19:53:54,604 | WARNING | MEDIUM | unauthorized process: powershell.exe
2026-04-07 19:53:54,604 | WARNING | MEDIUM | New service detected since baseline: Aggregated Data Platform Service
2026-04-07 19:53:54,604 | WARNING | MEDIUM | New service detected since baseline: Application Layer Gateway Service
2026-04-07 19:53:54,604 | WARNING | MEDIUM | New service detected since baseline: Application Identity
2026-04-07 19:53:54,604 | WARNING | MEDIUM | New service detected since baseline: Application Information
2026-04-07 19:53:54,604 | WARNING | MEDIUM | New service detected since baseline: App Readiness
2026-04-07 19:53:54,604 | WARNING | MEDIUM | New service detected since baseline: AppX Deployment Service (AppXSVC)
2026-04-07 19:53:54,604 | WARNING | MEDIUM | New service detected since baseline: Windows Virtual Audio Device Proxy Service
2026-04-07 19:53:54,604 | WARNING | MEDIUM | New service detected since baseline: Windows Audio Endpoint Builder
2026-04-07 19:53:54,604 | WARNING | MEDIUM | New service detected since baseline: Windows Audio
